city,area,gender,total,total_age1,age_0,age_1,age_2,age_3,age_4,total_age2,age_5,age_6,age_7,age_8,age_9,total_age3,age_10,age_11,age_12,age_13,age_14,total_age4,age_15,age_16,age_17,age_18,age_19,total_age5,age_20,age_21,age_22,age_23,age_24,total_age6,age_25,age_26,age_27,age_28,age_29,total_age7,age_30,age_31,age_32,age_33,age_34,total_age8,age35,age_36,age_37,age_38,age_39,total_age9,age_40,age_41,age_42,age_43,age_44,total_age10,age45,age_46,age_47,age_48,age_49,total_age11,age_50,age_51,age_52,age_53,age_54,total_age12,age55,age_56,age_57,age_58,age_59,total_age13,age_60,age_61,age_62,age_63,age_64,total_age14,age65,age_66,age_67,age_68,age_69,total_age15,age_70,age_71,age_72,age_73,age_74,total_age16,age75,age_76,age_77,age_78,age_79,total_age17,age_80,age_81,age_82,age_83,age_84,total_age18,age85,age_86,age_87,age_88,age_89,total_age19,age_90,age_91,age_92,age_93,age_94,total_age20,age95,age_96,age_97,age_98,age_99,total_age21
新竹市,總計,計,442315 ,24872 ,4073 ,4762 ,5225 ,5605 ,5207 ,26645 ,6337 ,5652 ,4551 ,5036 ,5069 ,25034 ,5241 ,5020 ,4854 ,5026 ,4893 ,26956 ,5258 ,5279 ,5940 ,5534 ,4945 ,28195 ,5708 ,5764 ,5727 ,5477 ,5519 ,27546 ,5492 ,5371 ,5607 ,5338 ,5738 ,30688 ,5381 ,5384 ,5903 ,6761 ,7259 ,42627 ,7820 ,8490 ,8823 ,8799 ,8695 ,38791 ,8065 ,8889 ,7699 ,7248 ,6890 ,34875 ,6972 ,7055 ,7071 ,7062 ,6715 ,31346 ,6411 ,6224 ,6302 ,6208 ,6201 ,28861 ,6151 ,5827 ,5615 ,5608 ,5660 ,24400 ,4923 ,5056 ,4909 ,4898 ,4614 ,19063 ,4412 ,4461 ,3681 ,3407 ,3102 ,10944 ,2652 ,2428 ,1674 ,2078 ,2112 ,9116 ,2035 ,1910 ,1869 ,1723 ,1579 ,6019 ,1421 ,1323 ,1176 ,1124 ,975 ,3994 ,938 ,865 ,815 ,758 ,618 ,1860 ,537 ,461 ,359 ,281 ,222 ,414 ,150 ,104 ,77 ,54 ,29 ,69 
新竹市,總計,男,218270 ,12808 ,2081 ,2426 ,2672 ,2911 ,2718 ,13910 ,3236 ,2979 ,2381 ,2576 ,2738 ,13060 ,2793 ,2552 ,2552 ,2606 ,2557 ,14053 ,2785 ,2714 ,3052 ,2886 ,2616 ,14485 ,2968 ,2964 ,2950 ,2841 ,2762 ,14248 ,2854 ,2799 ,2935 ,2741 ,2919 ,15004 ,2721 ,2684 ,2878 ,3252 ,3469 ,20418 ,3823 ,4037 ,4219 ,4139 ,4200 ,18922 ,3869 ,4363 ,3728 ,3509 ,3453 ,17042 ,3384 ,3416 ,3507 ,3433 ,3302 ,15684 ,3225 ,3104 ,3110 ,3114 ,3131 ,14119 ,3034 ,2867 ,2749 ,2736 ,2733 ,11589 ,2380 ,2331 ,2375 ,2302 ,2201 ,8839 ,2067 ,2058 ,1728 ,1575 ,1411 ,4886 ,1238 ,1118 ,732 ,900 ,898 ,3800 ,882 ,818 ,750 ,700 ,650 ,2428 ,561 ,537 ,481 ,444 ,405 ,1820 ,405 ,396 ,384 ,351 ,284 ,928 ,258 ,247 ,180 ,133 ,110 ,193 ,74 ,53 ,34 ,22 ,10 ,34 
新竹市,總計,女,224045 ,12064 ,1992 ,2336 ,2553 ,2694 ,2489 ,12735 ,3101 ,2673 ,2170 ,2460 ,2331 ,11974 ,2448 ,2468 ,2302 ,2420 ,2336 ,12903 ,2473 ,2565 ,2888 ,2648 ,2329 ,13710 ,2740 ,2800 ,2777 ,2636 ,2757 ,13298 ,2638 ,2572 ,2672 ,2597 ,2819 ,15684 ,2660 ,2700 ,3025 ,3509 ,3790 ,22209 ,3997 ,4453 ,4604 ,4660 ,4495 ,19869 ,4196 ,4526 ,3971 ,3739 ,3437 ,17833 ,3588 ,3639 ,3564 ,3629 ,3413 ,15662 ,3186 ,3120 ,3192 ,3094 ,3070 ,14742 ,3117 ,2960 ,2866 ,2872 ,2927 ,12811 ,2543 ,2725 ,2534 ,2596 ,2413 ,10224 ,2345 ,2403 ,1953 ,1832 ,1691 ,6058 ,1414 ,1310 ,942 ,1178 ,1214 ,5316 ,1153 ,1092 ,1119 ,1023 ,929 ,3591 ,860 ,786 ,695 ,680 ,570 ,2174 ,533 ,469 ,431 ,407 ,334 ,932 ,279 ,214 ,179 ,148 ,112 ,221 ,76 ,51 ,43 ,32 ,19 ,35 
新竹市,東區,計,213589 ,12891 ,1974 ,2418 ,2736 ,2972 ,2791 ,15303 ,3487 ,3224 ,2649 ,2967 ,2976 ,14692 ,3106 ,3105 ,2903 ,2869 ,2709 ,13352 ,2742 ,2622 ,2962 ,2689 ,2337 ,12761 ,2649 ,2640 ,2571 ,2436 ,2465 ,12164 ,2442 ,2362 ,2446 ,2354 ,2560 ,13857 ,2384 ,2437 ,2676 ,3031 ,3329 ,20447 ,3582 ,4022 ,4243 ,4286 ,4314 ,19341 ,3959 ,4451 ,3907 ,3612 ,3412 ,16875 ,3371 ,3485 ,3442 ,3360 ,3217 ,14466 ,2965 ,2875 ,2910 ,2904 ,2812 ,12837 ,2731 ,2581 ,2513 ,2493 ,2519 ,10857 ,2173 ,2321 ,2221 ,2152 ,1990 ,8602 ,1977 ,1996 ,1669 ,1530 ,1430 ,4957 ,1191 ,1131 ,743 ,930 ,962 ,4215 ,925 ,870 ,865 ,811 ,744 ,2885 ,679 ,670 ,551 ,530 ,455 ,1925 ,456 ,414 ,379 ,376 ,300 ,905 ,268 ,206 ,185 ,144 ,102 ,219 ,79 ,59 ,37 ,28 ,16 ,38 
新竹市,東區,男,105068 ,6648 ,1004 ,1226 ,1409 ,1564 ,1445 ,8007 ,1781 ,1720 ,1387 ,1527 ,1592 ,7699 ,1697 ,1585 ,1516 ,1504 ,1397 ,6923 ,1430 ,1323 ,1521 ,1411 ,1238 ,6587 ,1355 ,1381 ,1336 ,1257 ,1258 ,6253 ,1254 ,1186 ,1298 ,1208 ,1307 ,6678 ,1192 ,1196 ,1287 ,1417 ,1586 ,9539 ,1751 ,1905 ,1968 ,1944 ,1971 ,9251 ,1840 ,2149 ,1866 ,1700 ,1696 ,8201 ,1610 ,1650 ,1685 ,1627 ,1629 ,7245 ,1516 ,1426 ,1397 ,1469 ,1437 ,6368 ,1343 ,1287 ,1263 ,1250 ,1225 ,5190 ,1061 ,1084 ,1074 ,1003 ,968 ,3962 ,962 ,912 ,764 ,687 ,637 ,2181 ,537 ,525 ,319 ,410 ,390 ,1730 ,386 ,359 ,347 ,341 ,297 ,1156 ,276 ,255 ,219 ,211 ,195 ,872 ,192 ,192 ,188 ,170 ,130 ,451 ,130 ,107 ,101 ,66 ,47 ,105 ,46 ,27 ,15 ,12 ,5 ,22 
新竹市,東區,女,108521 ,6243 ,970 ,1192 ,1327 ,1408 ,1346 ,7296 ,1706 ,1504 ,1262 ,1440 ,1384 ,6993 ,1409 ,1520 ,1387 ,1365 ,1312 ,6429 ,1312 ,1299 ,1441 ,1278 ,1099 ,6174 ,1294 ,1259 ,1235 ,1179 ,1207 ,5911 ,1188 ,1176 ,1148 ,1146 ,1253 ,7179 ,1192 ,1241 ,1389 ,1614 ,1743 ,10908 ,1831 ,2117 ,2275 ,2342 ,2343 ,10090 ,2119 ,2302 ,2041 ,1912 ,1716 ,8674 ,1761 ,1835 ,1757 ,1733 ,1588 ,7221 ,1449 ,1449 ,1513 ,1435 ,1375 ,6469 ,1388 ,1294 ,1250 ,1243 ,1294 ,5667 ,1112 ,1237 ,1147 ,1149 ,1022 ,4640 ,1015 ,1084 ,905 ,843 ,793 ,2776 ,654 ,606 ,424 ,520 ,572 ,2485 ,539 ,511 ,518 ,470 ,447 ,1729 ,403 ,415 ,332 ,319 ,260 ,1053 ,264 ,222 ,191 ,206 ,170 ,454 ,138 ,99 ,84 ,78 ,55 ,114 ,33 ,32 ,22 ,16 ,11 ,16 
新竹市,北區,計,150713 ,7713 ,1317 ,1446 ,1609 ,1746 ,1595 ,8085 ,1969 ,1749 ,1376 ,1491 ,1500 ,7134 ,1517 ,1388 ,1367 ,1430 ,1432 ,8898 ,1669 ,1754 ,1915 ,1847 ,1713 ,9812 ,1920 ,2014 ,2022 ,1957 ,1899 ,9623 ,1908 ,1871 ,1958 ,1885 ,2001 ,10713 ,1887 ,1908 ,2069 ,2348 ,2501 ,14219 ,2678 ,2836 ,2936 ,2953 ,2816 ,12741 ,2652 ,2984 ,2486 ,2336 ,2283 ,11890 ,2371 ,2356 ,2379 ,2464 ,2320 ,11091 ,2320 ,2233 ,2229 ,2114 ,2195 ,10486 ,2241 ,2108 ,2023 ,2017 ,2097 ,9044 ,1866 ,1803 ,1832 ,1788 ,1755 ,7164 ,1602 ,1712 ,1358 ,1344 ,1148 ,4136 ,1014 ,912 ,612 ,787 ,811 ,3400 ,771 ,710 ,717 ,634 ,568 ,2189 ,526 ,460 ,449 ,390 ,364 ,1498 ,342 ,314 ,315 ,291 ,236 ,716 ,207 ,178 ,137 ,105 ,89 ,145 ,54 ,34 ,30 ,21 ,6 ,16 
新竹市,北區,男,73595 ,3940 ,670 ,737 ,818 ,870 ,845 ,4218 ,1007 ,912 ,719 ,744 ,836 ,3656 ,776 ,687 ,735 ,721 ,737 ,4648 ,901 ,900 ,989 ,955 ,903 ,5012 ,987 ,1009 ,1034 ,1022 ,960 ,5043 ,1004 ,1008 ,1022 ,993 ,1016 ,5218 ,959 ,937 ,1011 ,1158 ,1153 ,6797 ,1280 ,1307 ,1387 ,1411 ,1412 ,6139 ,1240 ,1455 ,1189 ,1126 ,1129 ,5718 ,1118 ,1143 ,1180 ,1191 ,1086 ,5476 ,1119 ,1095 ,1114 ,1047 ,1101 ,5020 ,1096 ,1021 ,960 ,939 ,1004 ,4185 ,872 ,789 ,877 ,837 ,810 ,3298 ,723 ,783 ,647 ,634 ,511 ,1839 ,477 ,411 ,266 ,324 ,361 ,1375 ,317 ,298 ,275 ,247 ,238 ,872 ,196 ,191 ,188 ,149 ,148 ,679 ,144 ,139 ,144 ,137 ,115 ,382 ,103 ,104 ,69 ,55 ,51 ,72 ,21 ,22 ,17 ,9 ,3 ,8 
新竹市,北區,女,77118 ,3773 ,647 ,709 ,791 ,876 ,750 ,3867 ,962 ,837 ,657 ,747 ,664 ,3478 ,741 ,701 ,632 ,709 ,695 ,4250 ,768 ,854 ,926 ,892 ,810 ,4800 ,933 ,1005 ,988 ,935 ,939 ,4580 ,904 ,863 ,936 ,892 ,985 ,5495 ,928 ,971 ,1058 ,1190 ,1348 ,7422 ,1398 ,1529 ,1549 ,1542 ,1404 ,6602 ,1412 ,1529 ,1297 ,1210 ,1154 ,6172 ,1253 ,1213 ,1199 ,1273 ,1234 ,5615 ,1201 ,1138 ,1115 ,1067 ,1094 ,5466 ,1145 ,1087 ,1063 ,1078 ,1093 ,4859 ,994 ,1014 ,955 ,951 ,945 ,3866 ,879 ,929 ,711 ,710 ,637 ,2297 ,537 ,501 ,346 ,463 ,450 ,2025 ,454 ,412 ,442 ,387 ,330 ,1317 ,330 ,269 ,261 ,241 ,216 ,819 ,198 ,175 ,171 ,154 ,121 ,334 ,104 ,74 ,68 ,50 ,38 ,73 ,33 ,12 ,13 ,12 ,3 ,8 
新竹市,香山區,計,78013 ,4268 ,782 ,898 ,880 ,887 ,821 ,3257 ,881 ,679 ,526 ,578 ,593 ,3208 ,618 ,527 ,584 ,727 ,752 ,4706 ,847 ,903 ,1063 ,998 ,895 ,5622 ,1139 ,1110 ,1134 ,1084 ,1155 ,5759 ,1142 ,1138 ,1203 ,1099 ,1177 ,6118 ,1110 ,1039 ,1158 ,1382 ,1429 ,7961 ,1560 ,1632 ,1644 ,1560 ,1565 ,6709 ,1454 ,1454 ,1306 ,1300 ,1195 ,6110 ,1230 ,1214 ,1250 ,1238 ,1178 ,5789 ,1126 ,1116 ,1163 ,1190 ,1194 ,5538 ,1179 ,1138 ,1079 ,1098 ,1044 ,4499 ,884 ,932 ,856 ,958 ,869 ,3297 ,833 ,753 ,654 ,533 ,524 ,1851 ,447 ,385 ,319 ,361 ,339 ,1501 ,339 ,330 ,287 ,278 ,267 ,945 ,216 ,193 ,176 ,204 ,156 ,571 ,140 ,137 ,121 ,91 ,82 ,239 ,62 ,77 ,37 ,32 ,31 ,50 ,17 ,11 ,10 ,5 ,7 ,15 
