city,area,gender,total,total_age1,age_0,age_1,age_2,age_3,age_4,total_age2,age_5,age_6,age_7,age_8,age_9,total_age3,age_10,age_11,age_12,age_13,age_14,total_age4,age_15,age_16,age_17,age_18,age_19,total_age5,age_20,age_21,age_22,age_23,age_24,total_age6,age_25,age_26,age_27,age_28,age_29,total_age7,age_30,age_31,age_32,age_33,age_34,total_age8,age35,age_36,age_37,age_38,age_39,total_age9,age_40,age_41,age_42,age_43,age_44,total_age10,age45,age_46,age_47,age_48,age_49,total_age11,age_50,age_51,age_52,age_53,age_54,total_age12,age55,age_56,age_57,age_58,age_59,total_age13,age_60,age_61,age_62,age_63,age_64,total_age14,age65,age_66,age_67,age_68,age_69,total_age15,age_70,age_71,age_72,age_73,age_74,total_age16,age75,age_76,age_77,age_78,age_79,total_age17,age_80,age_81,age_82,age_83,age_84,total_age18,age85,age_86,age_87,age_88,age_89,total_age19,age_90,age_91,age_92,age_93,age_94,total_age20,age95,age_96,age_97,age_98,age_99,total_age21
新竹市,總 計,計,445107 ,24987 ,3868 ,4643 ,5071 ,5608 ,5797 ,26832 ,5501 ,6257 ,5335 ,4546 ,5193 ,25091 ,5151 ,5104 ,5127 ,4764 ,4945 ,26879 ,5009 ,5193 ,5420 ,5896 ,5361 ,27561 ,4933 ,5838 ,5722 ,5616 ,5452 ,27465 ,5525 ,5478 ,5419 ,5655 ,5388 ,30247 ,5714 ,5530 ,5617 ,6281 ,7105 ,42139 ,7504 ,8195 ,8781 ,8758 ,8901 ,40161 ,8554 ,8332 ,8662 ,7497 ,7116 ,34938 ,6812 ,7016 ,7061 ,7042 ,7007 ,31517 ,6636 ,6205 ,6336 ,6234 ,6106 ,29170 ,6195 ,6099 ,5594 ,5711 ,5571 ,25007 ,5273 ,4955 ,4986 ,4994 ,4799 ,19871 ,4440 ,4376 ,4312 ,3453 ,3290 ,11404 ,2840 ,2578 ,2108 ,1779 ,2099 ,9283 ,2038 ,1999 ,1797 ,1822 ,1627 ,6172 ,1455 ,1375 ,1197 ,1148 ,997 ,3949 ,898 ,886 ,783 ,741 ,641 ,1912 ,556 ,457 ,364 ,314 ,221 ,449 ,176 ,103 ,89 ,55 ,26 ,73 
新竹市,總 計,男,219547 ,12827 ,1943 ,2400 ,2579 ,2917 ,2988 ,13939 ,2836 ,3222 ,2793 ,2380 ,2708 ,13141 ,2805 ,2634 ,2651 ,2472 ,2579 ,13991 ,2616 ,2735 ,2811 ,3035 ,2794 ,14267 ,2590 ,3020 ,2964 ,2889 ,2804 ,14156 ,2785 ,2840 ,2827 ,2938 ,2766 ,14901 ,2899 ,2779 ,2820 ,3022 ,3381 ,20154 ,3604 ,3969 ,4172 ,4185 ,4224 ,19590 ,4107 ,4020 ,4216 ,3691 ,3556 ,17022 ,3297 ,3439 ,3417 ,3511 ,3358 ,15733 ,3335 ,3115 ,3126 ,3106 ,3051 ,14328 ,3087 ,3039 ,2760 ,2759 ,2683 ,11872 ,2563 ,2322 ,2315 ,2368 ,2304 ,9249 ,2087 ,2048 ,1969 ,1617 ,1528 ,5104 ,1296 ,1181 ,961 ,749 ,917 ,3857 ,874 ,838 ,752 ,737 ,656 ,2481 ,576 ,548 ,495 ,456 ,406 ,1740 ,351 ,399 ,352 ,351 ,287 ,949 ,269 ,228 ,192 ,153 ,107 ,211 ,79 ,52 ,43 ,30 ,7 ,35 
新竹市,總 計,女,225560 ,12160 ,1925 ,2243 ,2492 ,2691 ,2809 ,12893 ,2665 ,3035 ,2542 ,2166 ,2485 ,11950 ,2346 ,2470 ,2476 ,2292 ,2366 ,12888 ,2393 ,2458 ,2609 ,2861 ,2567 ,13294 ,2343 ,2818 ,2758 ,2727 ,2648 ,13309 ,2740 ,2638 ,2592 ,2717 ,2622 ,15346 ,2815 ,2751 ,2797 ,3259 ,3724 ,21985 ,3900 ,4226 ,4609 ,4573 ,4677 ,20571 ,4447 ,4312 ,4446 ,3806 ,3560 ,17916 ,3515 ,3577 ,3644 ,3531 ,3649 ,15784 ,3301 ,3090 ,3210 ,3128 ,3055 ,14842 ,3108 ,3060 ,2834 ,2952 ,2888 ,13135 ,2710 ,2633 ,2671 ,2626 ,2495 ,10622 ,2353 ,2328 ,2343 ,1836 ,1762 ,6300 ,1544 ,1397 ,1147 ,1030 ,1182 ,5426 ,1164 ,1161 ,1045 ,1085 ,971 ,3691 ,879 ,827 ,702 ,692 ,591 ,2209 ,547 ,487 ,431 ,390 ,354 ,963 ,287 ,229 ,172 ,161 ,114 ,238 ,97 ,51 ,46 ,25 ,19 ,38 
新竹市,東區,計,215276 ,13076 ,1956 ,2312 ,2717 ,2962 ,3129 ,15472 ,3028 ,3540 ,3094 ,2708 ,3102 ,14670 ,3035 ,3162 ,3065 ,2674 ,2734 ,13352 ,2591 ,2656 ,2664 ,2853 ,2588 ,12457 ,2321 ,2674 ,2554 ,2508 ,2400 ,12205 ,2497 ,2378 ,2422 ,2456 ,2452 ,13751 ,2568 ,2530 ,2542 ,2878 ,3233 ,20187 ,3482 ,3884 ,4170 ,4303 ,4348 ,20044 ,4272 ,4105 ,4409 ,3725 ,3533 ,16915 ,3395 ,3389 ,3446 ,3348 ,3337 ,14629 ,3179 ,2819 ,2891 ,2887 ,2853 ,12951 ,2749 ,2685 ,2502 ,2538 ,2477 ,11149 ,2401 ,2190 ,2257 ,2254 ,2047 ,8929 ,1984 ,1970 ,1920 ,1554 ,1501 ,5157 ,1289 ,1165 ,990 ,790 ,923 ,4283 ,960 ,899 ,814 ,856 ,754 ,2970 ,688 ,686 ,581 ,540 ,475 ,1882 ,418 ,435 ,363 ,349 ,317 ,924 ,279 ,202 ,181 ,157 ,105 ,232 ,86 ,61 ,44 ,29 ,12 ,41 
新竹市,東區,男,105808 ,6696 ,956 ,1180 ,1387 ,1550 ,1623 ,8052 ,1549 ,1843 ,1634 ,1395 ,1631 ,7739 ,1664 ,1653 ,1596 ,1364 ,1462 ,6861 ,1306 ,1369 ,1370 ,1471 ,1345 ,6448 ,1222 ,1361 ,1344 ,1275 ,1246 ,6303 ,1283 ,1222 ,1232 ,1294 ,1272 ,6679 ,1288 ,1267 ,1253 ,1354 ,1517 ,9459 ,1678 ,1862 ,1952 ,2007 ,1960 ,9549 ,1958 ,1921 ,2118 ,1830 ,1722 ,8168 ,1634 ,1632 ,1637 ,1656 ,1609 ,7309 ,1641 ,1417 ,1410 ,1420 ,1421 ,6454 ,1389 ,1323 ,1272 ,1259 ,1211 ,5322 ,1160 ,1038 ,1051 ,1094 ,979 ,4140 ,953 ,939 ,865 ,717 ,666 ,2297 ,584 ,517 ,453 ,333 ,410 ,1737 ,394 ,352 ,334 ,343 ,314 ,1169 ,273 ,266 ,235 ,204 ,191 ,835 ,174 ,195 ,158 ,178 ,130 ,457 ,131 ,104 ,91 ,86 ,45 ,112 ,40 ,34 ,18 ,16 ,4 ,22 
新竹市,東區,女,109468 ,6380 ,1000 ,1132 ,1330 ,1412 ,1506 ,7420 ,1479 ,1697 ,1460 ,1313 ,1471 ,6931 ,1371 ,1509 ,1469 ,1310 ,1272 ,6491 ,1285 ,1287 ,1294 ,1382 ,1243 ,6009 ,1099 ,1313 ,1210 ,1233 ,1154 ,5902 ,1214 ,1156 ,1190 ,1162 ,1180 ,7072 ,1280 ,1263 ,1289 ,1524 ,1716 ,10728 ,1804 ,2022 ,2218 ,2296 ,2388 ,10495 ,2314 ,2184 ,2291 ,1895 ,1811 ,8747 ,1761 ,1757 ,1809 ,1692 ,1728 ,7320 ,1538 ,1402 ,1481 ,1467 ,1432 ,6497 ,1360 ,1362 ,1230 ,1279 ,1266 ,5827 ,1241 ,1152 ,1206 ,1160 ,1068 ,4789 ,1031 ,1031 ,1055 ,837 ,835 ,2860 ,705 ,648 ,537 ,457 ,513 ,2546 ,566 ,547 ,480 ,513 ,440 ,1801 ,415 ,420 ,346 ,336 ,284 ,1047 ,244 ,240 ,205 ,171 ,187 ,467 ,148 ,98 ,90 ,71 ,60 ,120 ,46 ,27 ,26 ,13 ,8 ,19 
新竹市,北區,計,151502 ,7709 ,1212 ,1467 ,1499 ,1750 ,1781 ,8142 ,1702 ,1942 ,1663 ,1333 ,1502 ,7218 ,1531 ,1400 ,1447 ,1420 ,1420 ,8765 ,1586 ,1631 ,1801 ,1952 ,1795 ,9672 ,1694 ,2002 ,2045 ,1982 ,1949 ,9565 ,1871 ,1963 ,1861 ,2008 ,1862 ,10481 ,2003 ,1901 ,1951 ,2203 ,2423 ,14120 ,2576 ,2749 ,2921 ,2908 ,2966 ,13143 ,2747 ,2790 ,2839 ,2447 ,2320 ,11844 ,2226 ,2407 ,2369 ,2432 ,2410 ,11101 ,2304 ,2246 ,2295 ,2201 ,2055 ,10574 ,2237 ,2242 ,2008 ,2040 ,2047 ,9257 ,1942 ,1868 ,1793 ,1861 ,1793 ,7479 ,1620 ,1640 ,1646 ,1311 ,1262 ,4316 ,1074 ,985 ,781 ,645 ,831 ,3483 ,748 ,750 ,692 ,689 ,604 ,2222 ,523 ,480 ,454 ,418 ,347 ,1491 ,342 ,323 ,292 ,288 ,246 ,741 ,209 ,184 ,139 ,120 ,89 ,164 ,69 ,30 ,33 ,23 ,9 ,15 
新竹市,北區,男,73995 ,3933 ,625 ,771 ,761 ,885 ,891 ,4228 ,878 ,1003 ,860 ,716 ,771 ,3737 ,826 ,703 ,740 ,762 ,706 ,4585 ,837 ,877 ,929 ,1002 ,940 ,4975 ,879 ,1028 ,1031 ,1038 ,999 ,4950 ,948 ,1013 ,999 ,1039 ,951 ,5181 ,1043 ,940 ,972 ,1082 ,1144 ,6680 ,1193 ,1317 ,1339 ,1379 ,1452 ,6365 ,1339 ,1341 ,1358 ,1181 ,1146 ,5720 ,1046 ,1173 ,1142 ,1206 ,1153 ,5458 ,1106 ,1101 ,1120 ,1105 ,1026 ,5090 ,1093 ,1116 ,967 ,940 ,974 ,4282 ,932 ,839 ,816 ,851 ,844 ,3469 ,749 ,755 ,747 ,618 ,600 ,1906 ,494 ,451 ,352 ,255 ,354 ,1416 ,330 ,299 ,284 ,276 ,227 ,899 ,208 ,185 ,193 ,174 ,139 ,646 ,124 ,140 ,137 ,127 ,118 ,383 ,101 ,96 ,81 ,55 ,50 ,85 ,34 ,14 ,21 ,13 ,3 ,7 
新竹市,北區,女,77507 ,3776 ,587 ,696 ,738 ,865 ,890 ,3914 ,824 ,939 ,803 ,617 ,731 ,3481 ,705 ,697 ,707 ,658 ,714 ,4180 ,749 ,754 ,872 ,950 ,855 ,4697 ,815 ,974 ,1014 ,944 ,950 ,4615 ,923 ,950 ,862 ,969 ,911 ,5300 ,960 ,961 ,979 ,1121 ,1279 ,7440 ,1383 ,1432 ,1582 ,1529 ,1514 ,6778 ,1408 ,1449 ,1481 ,1266 ,1174 ,6124 ,1180 ,1234 ,1227 ,1226 ,1257 ,5643 ,1198 ,1145 ,1175 ,1096 ,1029 ,5484 ,1144 ,1126 ,1041 ,1100 ,1073 ,4975 ,1010 ,1029 ,977 ,1010 ,949 ,4010 ,871 ,885 ,899 ,693 ,662 ,2410 ,580 ,534 ,429 ,390 ,477 ,2067 ,418 ,451 ,408 ,413 ,377 ,1323 ,315 ,295 ,261 ,244 ,208 ,845 ,218 ,183 ,155 ,161 ,128 ,358 ,108 ,88 ,58 ,65 ,39 ,79 ,35 ,16 ,12 ,10 ,6 ,8 
新竹市,香山區,計,78329 ,4202 ,700 ,864 ,855 ,896 ,887 ,3218 ,771 ,775 ,578 ,505 ,589 ,3203 ,585 ,542 ,615 ,670 ,791 ,4762 ,832 ,906 ,955 ,1091 ,978 ,5432 ,918 ,1162 ,1123 ,1126 ,1103 ,5695 ,1157 ,1137 ,1136 ,1191 ,1074 ,6015 ,1143 ,1099 ,1124 ,1200 ,1449 ,7832 ,1446 ,1562 ,1690 ,1547 ,1587 ,6974 ,1535 ,1437 ,1414 ,1325 ,1263 ,6179 ,1191 ,1220 ,1246 ,1262 ,1260 ,5787 ,1153 ,1140 ,1150 ,1146 ,1198 ,5645 ,1209 ,1172 ,1084 ,1133 ,1047 ,4601 ,930 ,897 ,936 ,879 ,959 ,3463 ,836 ,766 ,746 ,588 ,527 ,1931 ,477 ,428 ,337 ,344 ,345 ,1517 ,330 ,350 ,291 ,277 ,269 ,980 ,244 ,209 ,162 ,190 ,175 ,576 ,138 ,128 ,128 ,104 ,78 ,247 ,68 ,71 ,44 ,37 ,27 ,53 ,21 ,12 ,12 ,3 ,5 ,17 
